type,text
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Hey come online! Use msn... We are all there
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
ham,"Aight, you close by or still down around alex's place?"
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,It is a good thing I'm now getting the connection to bw
ham,"I'll text carlos and let you know, hang on"
ham,"Sir, I am waiting for your mail."
ham,Gudnite....tc...practice going on
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ..."
ham,But that's on ebay it might be less elsewhere.
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,"I'm in a meeting, call me later at"
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,"They can try! They can get lost, in fact. Tee hee"
ham,See you there! 
spam,You have 1 new message. Please call 08715205273
ham,Leave it. U will always be ignorant.
ham,You will be in the place of that man
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,Please don't text me anymore. I have nothing else to say.
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"Sorry, was in the bathroom, sup"
ham,"Aight, we'll head out in a few"
ham,u still attending da talks?
ham,Meanwhile in the suite: xavier decided to give us  #  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or something. Also I don't think doug realizes I don't live here anymore
ham,Went to ganesh dress shop
ham,I always chat with you. In fact i need money can you raise me?
ham,No that just means you have a fat head
ham,"Sorry, I'll call later"
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154"
ham,How was txting and driving
ham,Ha ha ha good joke. Girls are situation seekers.
ham,What you doing?how are you?
ham,And how's your husband.
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,I am not sure about night menu. . . I know only about noon menu
ham,Holy living christ what is taking you so long
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,And that is the problem. You walk around in julianaland oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Ya that one is slow as poo
ham,Hi my email address has changed now it is 
ham,I love to wine and dine my lady!
ham,Watching tv now. I got new job :)
ham,WHAT TIME U WRKIN?
ham,wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine KUDIyarasu dhina vaazhthukkal. ..
ham,"Sounds good, keep me posted"
ham,I called and said all to him:)then he have to choose this future.
ham,Free any day but i finish at 6 on mon n thurs...
ham,Going on nothing great.bye
ham,I am in your office na.
ham,"K, text me when you're on the way"
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,Finally the match heading towards draw as your prediction.
ham,Simply sitting and watching match in office..
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,I'm in class. Will holla later
ham,So can collect ur laptop?
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get # % u get # %. Deal?
ham,Too late. I said i have the website. I didn't i have or dont have the slippers
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought”braindance”a comp.ofstuff on aphex’s ;abel,u hav2hear it!c u sn xxxx"
ham,Hey what's up charles sorry about the late reply.
ham,Then just eat a brick and wait for ur monkey face.......... U jerk..................
ham,I€˜m parked next to a MINI!!!! When are you coming in today do you think?
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,No way I'm going back there!
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,Nvm take ur time.
ham,I love to cuddle! I want to hold you in my strong arms right now...
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,Those were my exact intentions
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  # k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,Ok pa. Nothing problem:-)
spam,U€™ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,I think chennai well settled?
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,Mm you ask him to come its enough :-)
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
ham,"As usual..iam fine, happy & doing well..:)"
ham,S:)but he had some luck.2 catches put down:)
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,it's really getting me down just hanging around.
ham,Where to get those?
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,You will go to walmart. I.ll stay.
ham,K..k:)how about your training process?
ham,I cant wait to see you! How were the photos were useful? :)
ham,"Sorry, I'll call later"
ham,Even if he my friend he is a priest call him now
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,What's nannys address?
ham,Well. You know what i mean. Texting
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,R u going 4 today's meeting?
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,Jay is snickering and tells me that x is totally messing up the chords as we speak
ham,"Painful words- I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,At home also.
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,And pls pls drink plenty plenty water
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,Now thats going to ruin your thesis!
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,Have you got Xmas radio times. If not i will get it now
ham,K.i will send in  #  min:)
ham,Nvm it's ok...
ham,Superb Thought- Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.:-)
ham,TaKe CaRE n gET WeLL sOOn
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,We'll join the  #  bus
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,2 laptop... I noe infra but too slow lar... I wan fast one
ham,You said not now. No problem. When you can. Let me know.
ham,"Storming msg: Wen u lift d phne, u say HELLO Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,Jus finish bathing...
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,So u'll be submitting da project tmr rite?
ham,I think i've fixed it can you send a test message?
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,Thank you princess! I want to see your nice juicy booty...
ham,Cab is available.they pick up and drop at door steps.
ham,U sick still can go shopping?
ham,Yesterday its with me only . Now am going home.
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,Is avatar supposed to have subtoitles
ham,Best line said in Love: . I will wait till the day I can forget u Or The day u realize that u cannot forget me.... Gn
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham,Yeah imma come over cause jay wants to do some drugs
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls & get closer.. GOODNOON:)"
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,Why nothing. Ok anyway give me treat
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,"Aight yo, dats straight dogg"
ham,"Bill, as in: Are there any letters for me. i€™m expecting one from orange that isn€™t a bill but may still say orange on it."
ham,"Aight, see you in a bit"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,I though we shd go out n have some fun so bar in town or something €“ sound ok?
ham,Life is nothing wen v get everything. But life is everything wen v miss something . Real value of people wil be realized only in their absence.... gud mrng
ham,Hi.what you think about match?
ham,I knew it... U slept v late yest? Wake up so late...
ham,Eat jap done oso aft ur lect wat... u got lect at 12 rite... 
ham,Oh:)as usual vijay film or its different?
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,"Sir, Waiting for your mail."
ham,Webpage s not available!
ham,Sorry i din lock my keypad.
ham,Then u going ikea str aft dat?
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,"I'm back & we're packing the car now, I'll let you know if there's room"
ham,Merry christmas to u too annie!
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
ham,Okie.. Thanx..
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Oh ic. I thought you meant mary jane.
ham,Yup i'm free...
ham,Yeah get the unlimited
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,Nope thats fine. I might have a nap tho! 
ham,"Hurry up, I've been weed-deficient for like three days"
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,"idc get over here, you are not weaseling your way out of this twice in a row"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,Yep get with the program. You're slacking.
ham,She doesnt need any test.
ham,R u in this continent?
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,U come n search tat vid..not finishd..
ham,Normally i use to drink more water daily:)
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,Lol where do u come up with these ideas?
ham,Just haven't decided where yet eh ?
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,Ok ill tell the company
ham,Ill be at yours in about 3 mins but look out for me
ham,I need to come home and give you some good lovin...
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,* Am on a train back from northampton so i'm afraid not!
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Are you not around or just still asleep? :V
ham,What u talking bout early morning? It's almost noon where your at!
ham,You will be in the place of that man
ham,"Aight, I'll hit you up when I get some cash"
ham,PS U no ur a grown up now right?
ham,Did you show him and wot did he say or could u not c him 4 dust?
ham,Am okay. Will soon be over. All the best
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,"sure, but make sure he knows we ain't smokin yet"
spam,PRIVATE! Your 2003 Account Statement for 078
ham,Men like shorter ladies. Gaze up into his eyes.
ham,Beautiful Truth against Gravity.. Read carefully: Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOODMORNING
ham,Yar... I tot u knew dis would happen long ago already.
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,She's borderline but yeah whatever.
ham,Don't Think About What u Have Got Think About How to Use It That You Have Got gooD ni8
ham,Sounds great! Are you home now?
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Super da:)good replacement for murali
ham,Wat r u doing?
ham,Good Morning my Dear........... Have a great & successful day.
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,I dun believe u. I thk u told him.
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,"Solve d Case : A Man Was Found Murdered On  DECIMAL . #  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,"Playin space poker, u?"
ham,Sounds like something that someone testing me would sayy
ham,Are u coming to the funeral home
ham,"Its ok, called mom instead have fun"
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
ham,I'm done...
ham,On the road so cant txt
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,Yup ok...
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,Ffffffffff. Alright no way I can meet up with you sooner?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ #  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,You sure your neighbors didnt pick it up
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz haven’t sent u 1 in ages started driving so stay off roads!RVx
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,I finished my lunch already. U wake up already?
ham,I uploaded mine to Facebook
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON’T LIKE ME LIKE THAT SO DON’T WORRY."
ham,Pls speak to that customer machan.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,3 pa but not selected.
ham,Ard 530 lor. I ok then message u lor.
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,Raviyog Peripherals bhayandar east
ham,All day working day:)except saturday and sunday..
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,So is there anything specific I should be doing with regards to jaklin or what because idk
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
ham,Neshanth..tel me who r u?
ham,"Come round, it's . "
ham,I'll let you know when it kicks in
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,What time you think you'll have it? Need to know when I should be near campus
ham,He also knows about lunch menu only da. . I know
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,Ok.
ham,Ok good then i later come find u... C lucky i told u to go earlier... Later pple take finish u no more again...
ham,"whatever, im pretty pissed off."
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,Thats cool. i liked your photos. You are very sexy!
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,Kindly send some one to our flat before  DECIMAL  today.
ham,Do 1 thing! Change that sentence into: Because i want 2 concentrate in my educational career im leaving here..
ham,Ugh just got outta class
ham,No calls..messages..missed calls
ham,Please leave this topic..sorry for telling that..
ham,Change again... It's e one next to escalator...
ham,Hey whats up? U sleeping all morning?
ham,Are you the cutest girl in the world or what
ham,Oh did you charge camera
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,What happened in interview?
ham,Lmao but its so fun...
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,I dled 3d its very imp
ham,Where you. What happen
ham,Ok
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!
ham,Hey do you want anything to buy:)
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,Yeah whatever lol
ham,Pls give her prometazine syrup. 5mls then  # mins later feed.
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,Or i go home first lar u wait 4 me lor.. I put down my stuff first..
ham,Ok. So april. Cant wait
ham,"I feel like a jerk because I keep sleeping through your texts and facebook messages. Sup, you in town?"
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,aathi..where are you dear..
ham,Aight ill get on fb in a couple minutes
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,I wil be there with in  #  minutes. Got any space
ham,No. It's not pride. I'm almost  #  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Just normal only here :)
ham,I am literally in bed and have been up for like  #  hours
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,Jay's getting really impatient and belligerent
ham,That's significant but dont worry.
ham,You will be in the place of that man
ham,"Yeah, I'll leave in a couple minutes & let you know when I get to mu"
ham,Ok...
ham,"Say this slowly.? GOD,I LOVE YOU & I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people & u c miracle tomorrow, do it,pls,pls do it..."
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,What type of stuff do you sing?
ham,Happy New Year Princess!
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Yeah my usual guy's out of town but there're definitely people around I know
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
ham,Happy new year to u too!
ham,"K give me a sec, breaking a  #  at cstore"
ham,Long beach lor. Expected... U having dinner now?
ham,The guy did some complaining but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Your account has been refilled successfully by INR  DECIMAL . Your KeralaCircle prepaid account balance is Rs  DECIMAL . Your Transaction ID is KR # .
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,What he said is not the matter. My mind saying some other matter is there.
ham,I cant pick the phone right now. Pls send a message
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
ham,Which is weird because I know I had it at one point
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,Thank you. do you generally date the brothas?
ham,"Ya ok, vikky vl c witin  # mins and il reply u.."
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,Am in film ill call you later.
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
